player_visible,visibility_score,player_distance,noise_level,paranoia_level,has_investigation_target,action
0.0,0.35249499511719,inf,0.0,0.0,0.0,patrol
0.0,0.35419901275635,inf,0.0,0.0,0.0,patrol
0.0,0.35589170837402,inf,0.0,0.0,0.0,patrol
0.0,0.35757297515869,inf,0.0,0.0,0.0,patrol
0.0,0.35924265289307,inf,0.0,0.0,0.0,patrol
0.0,0.36090058135986,inf,0.0,0.0,0.0,patrol
0.0,0.36254676055908,inf,0.0,0.0,0.0,patrol
0.0,0.36418097686768,inf,0.0,0.0,0.0,patrol
0.0,0.36580312347412,inf,0.0,0.0,0.0,patrol
0.0,0.36741314697266,inf,0.0,0.0,0.0,patrol
0.0,0.36901083374023,inf,0.0,0.0,0.0,patrol
0.0,0.37059607696533,inf,0.0,0.0,0.0,patrol
0.0,0.37216882324219,inf,0.0,0.0,0.0,patrol
0.0,0.37372880554199,inf,0.0,0.0,0.0,patrol
0.0,0.37527602386475,inf,0.0,0.0,0.0,patrol
0.0,0.3755057220459,inf,0.0,0.0,0.0,patrol
0.0,0.37571758270264,inf,0.0,0.0,0.0,patrol
0.0,0.37591160583496,inf,0.0,0.0,0.0,patrol
0.0,0.37608773803711,inf,0.0,0.0,0.0,patrol
0.0,0.37624597930908,inf,0.0,0.0,0.0,patrol
0.0,0.37638632965088,inf,0.0,0.0,0.0,patrol
0.0,0.37650873565674,inf,0.0,0.0,0.0,patrol
0.0,0.37661319732666,inf,0.0,0.0,0.0,patrol
0.0,0.37669971466064,inf,0.0,0.0,0.0,patrol
0.0,0.37676828765869,inf,0.0,0.0,0.0,patrol
0.0,0.0,inf,0.0,0.0,0.0,patrol
0.0,0.0,inf,0.04082312583923,0.0,1.0,investigate
0.0,0.0,inf,0.07976653575897,0.0,1.0,investigate
0.0,0.0,inf,0.0,0.0,0.0,patrol
1.0,0.66471053886414,105.879692077637,0.0,0.00082355269432,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00164710538864,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00247065808296,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00329421077728,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.0041177634716,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00494131616592,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00576486886024,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00658842155457,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00741197424889,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00823552694321,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00905907963753,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.00988263233185,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.01070618502617,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.01152973772049,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.01235329041481,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.01317684310913,0.0,chase
1.0,0.66471053886414,105.879692077637,0.0,0.01400039580345,0.0,chase
1.0,0.66908475112915,103.380142211914,0.14615617593129,0.01606378769186,1.0,chase
1.0,0.67345893669128,100.88060760498,0.14615617593129,0.01814905050808,1.0,chase
1.0,0.6778330821991,98.3810958862305,0.14615617593129,0.02025618405183,1.0,chase
1.0,0.68220718765259,95.8816070556641,0.14615617593129,0.02238518812286,1.0,chase
1.0,0.68658122634888,93.3821563720703,0.14615617593129,0.02453606238736,1.0,chase
1.0,0.69095522499084,90.8827285766602,0.14615617593129,0.02670880664508,1.0,chase
1.0,0.69532917022705,88.3833312988281,0.14615617593129,0.02890342062897,1.0,chase
1.0,0.69970304870605,85.8839721679688,0.14615617593129,0.03111990400526,1.0,chase
1.0,0.70407686042786,83.384651184082,0.14615617593129,0.03335825644016,1.0,chase
1.0,0.70845060539246,80.885368347168,0.14615617593129,0.03561847759989,1.0,chase
1.0,0.71282425689697,78.3861389160156,0.14615617593129,0.03790056701713,1.0,chase
1.0,0.71719782829285,75.8869552612305,0.14615617593129,0.04020452429136,1.0,chase
1.0,0.7215712928772,73.3878326416016,0.14615617593129,0.0425303488885,1.0,chase
1.0,0.72594466400146,70.8887634277344,0.14615617593129,0.04487804034127,1.0,chase
1.0,0.73031791496277,68.389762878418,0.14615617593129,0.04724759804885,1.0,chase
1.0,0.73469101905823,65.8908462524414,0.14615617593129,0.0496390212769,1.0,chase
1.0,0.73906398296356,63.3920097351074,0.14615617593129,0.05205230932448,1.0,chase
1.0,0.74343677330017,60.8932723999023,0.14615617593129,0.05448746132374,1.0,chase
1.0,0.74780938339233,58.3946380615234,0.14615617593129,0.05694447637346,1.0,chase
1.0,0.75218177318573,55.8961296081543,0.14615617593129,0.05942335337215,1.0,chase
1.0,0.7565539226532,53.3977584838867,0.14615617593129,0.06192409111818,1.0,chase
1.0,0.76092579174042,50.8995475769043,0.14615617593129,0.06444668820964,1.0,chase
1.0,0.76529734039307,48.4015197753906,0.14615617593129,0.06699114304437,1.0,chase
1.0,0.76966850852966,45.9037094116211,0.14615617593129,0.06955745371977,1.0,chase
1.0,0.77670294857025,41.8840293884277,0.14615617593129,0.07215893659539,1.0,chase
1.0,0.78370731449127,37.881534576416,0.18027003407478,0.0750797234518,1.0,chase
1.0,0.79067095851898,33.9023094177246,0.18027003407478,0.07803532852835,1.0,chase
1.0,0.79541251564026,31.1928482055664,0.18027003407478,0.08101464139051,1.0,chase
1.0,0.7952583565712,31.2809391021729,0.18027003407478,0.08399318345732,1.0,chase
1.0,0.79508574581146,31.3795738220215,0.18027003407478,0.08697086247034,1.0,chase
